formula,pressure,Tc_list,Tc_mean,Tc_std,method,ref
PtH,95.0,[17.7],17.7,0.0,comput,['[10.1088/0953-8984/24/3/035701]']
GaAsH6,200.0,[105.0],105.0,0.0,comput,['[10.1103/PhysRevB.100.174506]']
GaAsH6,180.0,[107.0],107.0,0.0,comput,['[10.1103/PhysRevB.100.174506]']
GaAsH6,300.0,[76.0],76.0,0.0,comput,['[10.1103/PhysRevB.100.174506]']
MgBH9,100.0,['60'],60.0,0.0,comput,['[10.1016/j.ijhydene.2022.10.232]']
MgBH9,110.0,['64'],64.0,0.0,comput,['[10.1016/j.ijhydene.2022.10.232]']
ThBH8,200.0,['146'],146.0,0.0,comput,['[10.1016/j.fmre.2022.11.010]']
AcH6,200.0,"[140.0, 110.0, 204.0, 169.0]",155.75,34.802119188348286,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
BH,100.0,[39.0],39.0,0.0,comput,"['[10.1103/PhysRevLett.110.165504,10.1039/c9cp00310j]']"
BH,200.0,[19.0],19.0,0.0,comput,"['[10.1103/PhysRevLett.110.165504,10.1039/c9cp00310j]']"
BH,175.0,[21.0],21.0,0.0,comput,"['[10.1103/PhysRevLett.110.165504,10.1039/c9cp00310j]']"
BH,150.0,[27.0],27.0,0.0,comput,"['[10.1103/PhysRevLett.110.165504,10.1039/c9cp00310j]']"
BH,250.0,[4.522],4.522,0.0,comput,"['[10.1103/PhysRevLett.110.165504,10.1039/c9cp00310j]']"
BH,125.0,[32.0],32.0,0.0,comput,"['[10.1103/PhysRevLett.110.165504,10.1039/c9cp00310j]']"
YH3,67.33041575492341,['4.855491329479769'],4.855491329479769,0.0,comput,['[10.1103/PhysRevLett.103.077002]']
YH3,36.03938730853392,['4.11943670516205e-10'],4.11943670516205e-10,0.0,comput,['[10.1103/PhysRevLett.103.077002]']
YH3,72.91028446389495,['3.583815028901732'],3.583815028901732,0.0,comput,['[10.1103/PhysRevLett.103.077002]']
YH3,43.6980306345733,['0.001'],0.001,0.0,comput,['[10.1103/PhysRevLett.103.077002]']
YH3,17.66,['38.15'],38.15,0.0,comput,['[10.1103/PhysRevLett.103.077002]']
YH3,51.903719912472646,['6.705202312138724'],6.705202312138724,0.0,comput,['[10.1103/PhysRevLett.103.077002]']
YH3,61.96936542669584,['6.24277456647399'],6.24277456647399,0.0,comput,['[10.1103/PhysRevLett.103.077002]']
YH3,23.01969365426696,['36.41618497109826'],36.41618497109826,0.0,comput,['[10.1103/PhysRevLett.103.077002]']
YH3,29.03719912472648,['8.901734104046248'],8.901734104046248,0.0,comput,['[10.1103/PhysRevLett.103.077002]']
ScH6,145.0,"[75.0, 63.0]",69.0,6.0,comput,"['[10.1103/PhysRevB.96.144108]', '[10.1103/PhysRevB.96.144108]']"
ScH6,130.0,[119.0],119.0,0.0,comput,['[10.1103/PhysRevB.96.094513]']
ScH6,300.0,"[95.03, 150.0, 118.0, 161.0, 135.0]",131.80599999999998,23.394840114862934,comput,"['[10.1103/PhysRevLett.119.107001]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
ScH6,285.0,"[147.0, 130.0]",138.5,8.5,comput,"['[10.1103/PhysRevB.96.144108]', '[10.1103/PhysRevB.96.144108]']"
GeHNi3,0.0,['0.0'],0.0,0.0,comput,['[10.1038/s41524-022-00817-4]']
SbHY3,0.0,['2.41'],2.41,0.0,comput,['[10.1038/s41524-022-00817-4]']
AuHLi3,0.0,['0.56'],0.56,0.0,comput,['[10.1038/s41524-022-00817-4]']
N4H,68.0,['15.672689675658017'],15.672689675658017,0.0,comput,['[10.1021/acsami.2c16293]']
N4H,100.0,['20.00145717913018'],20.00145717913018,0.0,comput,['[10.1021/acsami.2c16293]']
N4H,70.0,['36.8924795256058'],36.8924795256058,0.0,comput,['[10.1021/acsami.2c16293]']
N4H,72.0,['39.85371266278316'],39.85371266278316,0.0,comput,['[10.1021/acsami.2c16293]']
N4H,74.0,['37.52462216980784'],37.52462216980784,0.0,comput,['[10.1021/acsami.2c16293]']
N4H,75.0,['37.12726388147377'],37.12726388147377,0.0,comput,['[10.1021/acsami.2c16293]']
N4H,76.0,['34.652112956042195'],34.652112956042195,0.0,comput,['[10.1021/acsami.2c16293]']
N4H,78.0,['26.861680087558135'],26.861680087558135,0.0,comput,['[10.1021/acsami.2c16293]']
N4H,80.0,['30.922648785610725'],30.922648785610725,0.0,comput,['[10.1021/acsami.2c16293]']
YMgH2,100.0,[2.0],2.0,0.0,comput,['[10.1002/adts.202100364]']
LiYH10,200.0,['72'],72.0,0.0,comput,['[10.1039/D2CP00059H]']
LiYH10,300.0,['42'],42.0,0.0,comput,['[10.1039/D2CP00059H]']
YCa3H24,200.0,['202'],202.0,0.0,comput,['[10.1103/PhysRevB.106.014521]']
CeBH8,110.0,['91'],91.0,0.0,comput,['[10.1016/j.fmre.2022.11.010]']
AgHTa3,0.0,['5.94'],5.94,0.0,comput,['[10.1038/s41524-022-00817-4]']
BaC3H12,100.0,[38.70431893687707],38.70431893687707,0.0,comput,['[10.1021/acsaelm.1c00617]']
BaC3H12,40.0,[31.561461794019927],31.561461794019927,0.0,comput,['[10.1021/acsaelm.1c00617]']
BaC3H12,10.0,[10.46511627906976],10.46511627906976,0.0,comput,['[10.1021/acsaelm.1c00617]']
BaC3H12,80.0,[35.38205980066445],35.38205980066445,0.0,comput,['[10.1021/acsaelm.1c00617]']
BaC3H12,50.0,[28.239202657807304],28.239202657807304,0.0,comput,['[10.1021/acsaelm.1c00617]']
BaC3H12,20.0,[24.086378737541523],24.086378737541523,0.0,comput,['[10.1021/acsaelm.1c00617]']
BaC3H12,90.0,[43.52159468438538],43.52159468438538,0.0,comput,['[10.1021/acsaelm.1c00617]']
BaC3H12,60.0,[30.897009966777404],30.897009966777404,0.0,comput,['[10.1021/acsaelm.1c00617]']
BaC3H12,30.0,[24.086378737541523],24.086378737541523,0.0,comput,['[10.1021/acsaelm.1c00617]']
LaH,50.0,['0.0014232814071265631'],0.0014232814071265631,0.0,comput,['[10.1016/j.rinp.2022.106060]']
TlHTi3,0.0,['5.08'],5.08,0.0,comput,['[10.1038/s41524-022-00817-4]']
AcH11,100.0,"[23.0, 14.0, 20.0, 13.0]",17.5,4.153311931459037,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
Li3MgH16,300.0,[212.0],212.0,0.0,comput,['[10.1103/PhysRevLett.123.097001]']
CrHRh3,0.0,['2.74'],2.74,0.0,comput,['[10.1038/s41524-022-00817-4]']
MgH6,400.0,[271.0],271.0,0.0,comput,['[10.1039/C5RA11459D]']
MgH6,300.0,"[284.0, 248.0, 271.0, 231.0, 263.0]",259.4,18.380424369420854,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1039/C5RA11459D]']"
MgH6,350.0,[260.0],260.0,0.0,comput,['[10.1039/C5RA11459D]']
SbHSc3,0.0,['1.91'],1.91,0.0,comput,['[10.1038/s41524-022-00817-4]']
IrHFe3,0.0,['2.55'],2.55,0.0,comput,['[10.1038/s41524-022-00817-4]']
MgH14,200.0,"[132.0, 106.0, 134.0, 112.0]",121.0,12.206555615733702,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
TeHSc3,0.0,['1.91'],1.91,0.0,comput,['[10.1038/s41524-022-00817-4]']
TaHRh3,0.0,['0.0'],0.0,0.0,comput,['[10.1038/s41524-022-00817-4]']
LiH8,200.0,[37.0],37.0,0.0,comput,['[10.1107/S2053229613028337]']
LiH8,100.0,[31.04],31.04,0.0,comput,['[10.1107/S2053229613028337]']
LiH8,150.0,[35.0],35.0,0.0,comput,['[10.1107/S2053229613028337]']
Ca2B2H13,200.0,[62.0],62.0,0.0,comput,['[10.1103/PhysRevB.102.014516]']
Ca2B2H13,300.0,[89.0],89.0,0.0,comput,['[10.1103/PhysRevB.102.014516]']
C3SH35,300.0,['156'],156.0,0.0,comput,['[10.1103/PhysRevB.105.134501]']
PbHRh3,0.0,['0.08'],0.08,0.0,comput,['[10.1038/s41524-022-00817-4]']
CaBH6,100.0,"[48.0, 114.0]",81.0,33.0,comput,"['[10.1103/PhysRevB.104.174106]', '[10.1103/PhysRevB.102.014516]']"
CaBH6,200.0,"[76.0, 67.0, 117.0]",86.66666666666667,21.761331658599286,comput,"['[10.1103/PhysRevB.104.174106]', '[10.1103/PhysRevB.104.174106]', '[10.1103/PhysRevB.102.014516]']"
CaBH6,300.0,"[83.0, 84.0, 119.0]",95.33333333333333,16.73983937265296,comput,"['[10.1103/PhysRevB.104.174106]', '[10.1103/PhysRevB.104.174106]', '[10.1103/PhysRevB.102.014516]']"
CaBH6,50.0,[46.0],46.0,0.0,comput,['[10.1103/PhysRevB.104.174106]']
CaBH6,250.0,[80.0],80.0,0.0,comput,['[10.1103/PhysRevB.104.174106]']
MgScH6,200.0,[23.34],23.34,0.0,comput,['[arXiv:2109.07051v1]']
LiSeH6,200.0,['86'],86.0,0.0,comput,['[10.1039/D1CP04963A]']
LiSeH6,250.0,['111'],111.0,0.0,comput,['[10.1039/D1CP04963A]']
LiSeH6,300.0,['100'],100.0,0.0,comput,['[10.1039/D1CP04963A]']
CaH15,200.0,['189'],189.0,0.0,comput,['[10.1007/s11467-022-1182-1]']
CaH15,250.0,['184'],184.0,0.0,comput,['[10.1007/s11467-022-1182-1]']
CaH15,300.0,['187'],187.0,0.0,comput,['[10.1007/s11467-022-1182-1]']
CaH15,500.0,"[160.0, 120.0, 167.0, 134.0]",145.25,19.070592544543548,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
MgH2,180.0,[23.0],23.0,0.0,comput,['[10.1103/PhysRevB.87.054107]']
TiPH5,250.0,['126.06'],126.06,0.0,comput,['[10.1016/j.physleta.2019.126189]']
MgH4,100.0,[37.0],37.0,0.0,comput,['[10.1103/PhysRevB.87.054107]']
MgH4,300.0,"[81.0, 53.0, 84.0, 59.0]",69.25,13.460590625971804,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
MgH4,200.0,"[88.0, 63.0, 94.0, 73.0]",79.5,12.216791722870616,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
LaH5,100.0,"[55.0, 37.0, 58.0, 40.0]",47.5,9.12414379544733,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
NbH4,300.0,[47.0],47.0,0.0,comput,['[10.1103/PhysRevB.88.184104]']
KYH8,200.0,['111.3'],111.3,0.0,comput,['[10.1016/j.physleta.2021.127750]']
KYH8,250.0,['122.0'],122.0,0.0,comput,['[10.1016/j.physleta.2021.127750]']
KYH8,300.0,['163.7'],163.7,0.0,comput,['[10.1016/j.physleta.2021.127750]']
CuHTi3,0.0,['10.57'],10.57,0.0,comput,['[10.1038/s41524-022-00817-4]']
PtHTa3,0.0,['8.08'],8.08,0.0,comput,['[10.1038/s41524-022-00817-4]']
XeH,200.0,[17.0],17.0,0.0,comput,['[10.1063/1.4931931]']
XeH,100.0,[29.0],29.0,0.0,comput,['[10.1063/1.4931931]']
XeH,300.0,[13.0],13.0,0.0,comput,['[10.1063/1.4931931]']
SeH6,200.0,[28.0],28.0,0.0,comput,['[10.1002/pssb.201800224]']
SeH6,265.0,[87.0],87.0,0.0,comput,['[10.1002/pssb.201800224]']
SeH6,300.0,"[56.0, 26.0]",41.0,15.0,comput,"['[10.1002/pssb.201800224]', '[10.1002/pssb.201800224]']"
SeH6,270.0,[86.0],86.0,0.0,comput,['[10.1002/pssb.201800224]']
SeH6,150.0,[39.0],39.0,0.0,comput,['[10.1002/pssb.201800224]']
MgH10,500.0,"[250.0, 209.0, 270.0, 232.0]",240.25,22.498611068241523,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
KH30,500.0,['243'],243.0,0.0,comput,['[10.1021/acs.inorgchem.2c02686]']
Ge3H11,320.0,"[35.0, 26.0]",30.5,4.5,comput,"['[10.1103/PhysRevB.95.134506]', '[10.1103/PhysRevB.95.134506]']"
Ge3H11,300.0,"[38.0, 29.0]",33.5,4.5,comput,"['[10.1103/PhysRevB.95.134506]', '[10.1103/PhysRevB.95.134506]']"
Ge3H11,285.0,"[43.0, 34.0]",38.5,4.5,comput,"['[10.1103/PhysRevB.95.134506]', '[10.1103/PhysRevB.95.134506]']"
LaBH8,100.0,"[96.0, 84.0, 32.0]",70.66666666666667,27.776888874666213,comput,"['10.1103/PhysRevB.104.134501', '10.1103/PhysRevB.104.134501', '[10.1103/PhysRevB.104.L020511]']"
LaBH8,200.0,"[58.0, 45.0]",51.5,6.5,comput,"['10.1103/PhysRevB.104.134501', '10.1103/PhysRevB.104.134501']"
LaBH8,75.0,[96.0],96.0,0.0,comput,['[10.1103/PhysRevB.104.L020511]']
LaBH8,50.0,"[108.0, 102.0, 138.0, 126.0, 154.0, 122.0]",125.0,17.502380790433435,comput,"['10.1103/PhysRevB.104.134501', '10.1103/PhysRevB.104.134501', '10.1103/PhysRevB.104.134501', '10.1103/PhysRevB.104.134501', '10.1103/PhysRevB.104.134501', '[10.1103/PhysRevB.104.L020511]']"
LaBH8,55.0,"[115.0, 107.0, 139.0, 127.0, 156.0]",128.8,17.39425192412712,comput,"['10.1103/PhysRevB.104.134501', '10.1103/PhysRevB.104.134501', '10.1103/PhysRevB.104.134501', '10.1103/PhysRevB.104.134501', '10.1103/PhysRevB.104.134501']"
VH3,200.0,"['2.455', 4.59]",3.5225,1.0675,comput,"['[10.1016/j.physb.2022.414603]', '[10.1021/acs.inorgchem.7b01686]']"
VH3,250.0,['1.887'],1.887,0.0,comput,['[10.1016/j.physb.2022.414603]']
VH3,150.0,['3.953'],3.953,0.0,comput,['[10.1016/j.physb.2022.414603]']
AsHNb3,0.0,['8.59'],8.59,0.0,comput,['[10.1038/s41524-022-00817-4]']
TlHRh3,0.0,['0.68'],0.68,0.0,comput,['[10.1038/s41524-022-00817-4]']
H3SXe,240.0,['89.0'],89.0,0.0,comput,['[10.1007/s11467-018-0818-7]']
TiH2,0.0,[6.7],6.7,0.0,comput,['[10.1038/srep28102]']
TiH2,50.0,"[0.00180105083, 0.00180105083]",0.00180105083,0.0,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
TiH2,250.0,"[5.8, 2.4]",4.1,1.7,comput,"['[10.1103/PhysRevB.101.134108]', '[10.1103/PhysRevB.101.134108]']"
ScHZr3,0.0,['9.65'],9.65,0.0,comput,['[10.1038/s41524-022-00817-4]']
ThBeH8,50.0,['53'],53.0,0.0,comput,['[10.1016/j.fmre.2022.11.010]']
ThBeH8,100.0,['27'],27.0,0.0,comput,['[10.1016/j.fmre.2022.11.010]']
ThBeH8,7.0,['115'],115.0,0.0,comput,['[10.1016/j.fmre.2022.11.010]']
H2I,100.0,"[5.3, 7.8]",6.55,1.25,comput,"['[10.1039/c5cp05218a]', '[10.1021/acs.jpclett.5b01839]']"
H2I,260.0,[30.82],30.82,0.0,comput,['[10.1039/c5cp05218a]']
H2I,200.0,[3.67],3.67,0.0,comput,['[10.1039/c5cp05218a]']
H2I,300.0,[25.09],25.09,0.0,comput,['[10.1039/c5cp05218a]']
H2I,240.0,"[3.77, 33.05]",18.41,14.639999999999999,comput,"['[10.1039/c5cp05218a]', '[10.1039/c5cp05218a]']"
H2I,150.0,[4.32],4.32,0.0,comput,['[10.1039/c5cp05218a]']
Mg2H5,200.0,"[39.0, 22.0, 39.0, 24.0]",31.0,8.031189202104505,comput,"['[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]', '[10.1103/PhysRevB.104.054501]']"
YCeH8,100.0,"['4.7', 4.8]",4.75,0.04999999999999982,comput,"['[10.1016/j.mtphys.2022.100873]', '[10.1016/j.mtphys.2022.100873]']"
CrH3,120.0,[29.5],29.5,0.0,comput,['[10.1038/srep17764]']
CrH3,81.0,[37.1],37.1,0.0,comput,['[10.1038/srep17764]']
CrH3,160.0,[28.2],28.2,0.0,comput,['[10.1038/srep17764]']
CrH3,200.0,[27.2],27.2,0.0,comput,['[10.1038/srep17764]']
CaHPd3,0.0,['0.29'],0.29,0.0,comput,['[10.1038/s41524-022-00817-4]']
ZnHTi3,0.0,['3.42'],3.42,0.0,comput,['[10.1038/s41524-022-00817-4]']
ZnHLi3,0.0,['3.63'],3.63,0.0,comput,['[10.1038/s41524-022-00817-4]']
H3S,130.0,[166.0],166.0,0.0,comput,['[10.1038/srep06968]']
H3S,200.0,[191.0],191.0,0.0,comput,['[10.1038/srep06968]']
H3S,300.0,['179.0'],179.0,0.0,comput,['[10.1038/srep06968]']
H3S,250.0,['184.0'],184.0,0.0,comput,['[10.1038/srep06968]']
LaH10,300.0,"['215', '196']",205.5,9.5,comput,"['10.1073/pnas.1704505114', '10.1073/pnas.1704505114']"
LaH10,210.0,"['238', '219']",228.5,9.5,comput,"['10.1073/pnas.1704505114', '10.1073/pnas.1704505114']"
LaH10,350.0,"[248.7, 231.0, 175.5, 184.0, 122.0, 136.0]",182.86666666666667,45.839635930297504,comput,"['[10.1103/PhysRevB.104.174506]', '[10.1103/PhysRevB.104.174506]', '[10.1103/PhysRevB.104.174506]', '[10.1103/PhysRevB.104.174506]', '[10.1103/PhysRevB.104.174506]', '[10.1103/PhysRevB.104.174506]']"
LaH10,250.0,"['232', '212', 223.9]",222.63333333333333,8.213944782434861,comput,"['10.1073/pnas.1704505114', '10.1073/pnas.1704505114', '[10.1103/PhysRevB.102.144524]']"
YH9,132.51833740831296,['242.01183431952663'],242.01183431952663,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1103/PhysRevLett.119.107001]']"
YH9,137.5305623471883,['239.94082840236686'],239.94082840236686,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1103/PhysRevLett.119.107001]']"
YH9,140.58679706601467,['238.95463510848126'],238.95463510848126,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1103/PhysRevLett.119.107001]']"
YH9,109.90220048899756,['228.99408284023667'],228.99408284023667,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1103/PhysRevLett.119.107001]']"
YH9,143.52078239608804,['236.98224852071007'],236.98224852071007,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1103/PhysRevLett.119.107001]']"
YH9,113.81418092909536,['240.72978303747536'],240.72978303747536,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1103/PhysRevLett.119.107001]']"
YH9,117.97066014669926,['238.95463510848126'],238.95463510848126,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1103/PhysRevLett.119.107001]']"
YH9,118.45965770171148,['242.70216962524654'],242.70216962524654,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1103/PhysRevLett.119.107001]']"
YH9,152.44498777506112,['234.9112426035503'],234.9112426035503,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1103/PhysRevLett.119.107001]']"
YH9,124.44987775061124,['242.99802761341223'],242.99802761341223,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1103/PhysRevLett.119.107001]']"
YH9,125.55012224938876,['242.99802761341223'],242.99802761341223,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1103/PhysRevLett.119.107001]']"
YH9,126.03911980440098,['242.99802761341223'],242.99802761341223,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1103/PhysRevLett.119.107001]']"
YH6,160.0,"['214', '220']",217.0,3.0,expt,"['[10.1038/s41467-021-25372-2,10.1038/srep09948]', '[10.1038/s41467-021-25372-2,10.1038/srep09948]']"
YH6,166.0,['224'],224.0,0.0,expt,"['[10.1002/adma.202006832,10.1038/srep09948]']"
YH6,200.0,['211'],211.0,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1038/srep09948]']"
YH6,237.0,['209'],209.0,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1038/srep09948]']"
YH6,185.0,['220'],220.0,0.0,expt,"['[10.1038/s41467-021-25372-2,10.1038/srep09948]']"
H2S,128.73563218390808,['54.946524064171115'],54.946524064171115,0.0,expt,['arXiv:1412.0460']
H2S,134.86590038314176,['57.75401069518716'],57.75401069518716,0.0,expt,['arXiv:1412.0460']
H2S,144.44444444444446,['60.56149732620321'],60.56149732620321,0.0,expt,['arXiv:1412.0460']
H2S,154.40613026819926,['62.56684491978609'],62.56684491978609,0.0,expt,['arXiv:1412.0460']
H2S,160.91954022988506,['67.7807486631016'],67.7807486631016,0.0,expt,['arXiv:1412.0460']
H2S,176.62835249042146,['72.99465240641712'],72.99465240641712,0.0,expt,['arXiv:1412.0460']
H2S,176.92307692307693,"['191.01876675603214', '186.59517426273456']",188.80697050938335,2.211796246648788,expt,"['arXiv:1412.0460', 'arXiv:1412.0460']"
H2S,9230769230769.0,['185.38873994638067'],185.38873994638067,0.0,expt,['arXiv:1412.0460']
H2S,191.95402298850576,['96.6577540106952'],96.6577540106952,0.0,expt,['arXiv:1412.0460']
H2S,196.9348659003832,"['109.49197860962568', '129.94652406417111']",119.7192513368984,10.22727272727272,expt,"['arXiv:1412.0460', 'arXiv:1412.0460']"
H2S,200.76628352490425,['139.9732620320856'],139.9732620320856,0.0,expt,['arXiv:1412.0460']
H2S,200.00000000000003,['146.39037433155082'],146.39037433155082,0.0,expt,['arXiv:1412.0460']
H2S,202.6819923371648,['148.79679144385028'],148.79679144385028,0.0,expt,['arXiv:1412.0460']
H2S,114.55938697318008,['30.882352941176464'],30.882352941176464,0.0,expt,['arXiv:1412.0460']
H2S,121.83908045977012,['40.10695187165774'],40.10695187165774,0.0,expt,['arXiv:1412.0460']
YH4,160.0,['78'],78.0,0.0,expt,"['[10.1103/PhysRevB.104.174509,10.1038/srep09948]']"
YH4,166.0,['79'],79.0,0.0,expt,"['[10.1103/PhysRevB.104.174509,10.1038/srep09948]']"
YH4,143.0,['76'],76.0,0.0,expt,"['[10.1103/PhysRevB.104.174509,10.1038/srep09948]']"
YH4,155.0,['88'],88.0,0.0,expt,"['[10.1103/PhysRevB.104.174509,10.1038/srep09948]']"
SiH4,165.0,['8.8'],8.8,0.0,expt,['10.1126/science.1153282']
SiH4,192.0,['11.3'],11.3,0.0,expt,['10.1126/science.1153282']
SiH4,96.0,['17.5'],17.5,0.0,expt,['10.1126/science.1153282']
SiH4,120.0,['17'],17.0,0.0,expt,['10.1126/science.1153282']
CeH9,128.81678419414268,['81.56176122931441'],81.56176122931441,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,130.28571428571428,['103.55289421157687'],103.55289421157687,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,131.96011477458018,['88.48773640661938'],88.48773640661938,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,135.93063761302756,['87.56427304964538'],87.56427304964538,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,139.0,['97.32534930139721'],97.32534930139721,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,143.0444910319124,['88.67242907801418'],88.67242907801418,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,146.85714285714283,['103.55289421157687'],103.55289421157687,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,147.92492535417065,['86.73315602836877'],86.73315602836877,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,152.0,['95.08982035928145'],95.08982035928145,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,155.14285714285714,['96.68662674650699'],96.68662674650699,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,158.01667090189102,['79.89952718676122'],79.89952718676122,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,85.96822522923152,['53.76551418439715'],53.76551418439715,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,87.85714285714286,['53.09381237524951'],53.09381237524951,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,91.92400948690258,['80.545951536643'],80.545951536643,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,93.0,['52.93413173652698'],52.93413173652698,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,96.8871630349618,['97.16829196217495'],97.16829196217495,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,97.87979374457362,['84.05511229314419'],84.05511229314419,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,99.86505516379732,['87.84131205673759'],87.84131205673759,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,102.85714285714285,['73.21357285429144'],73.21357285429144,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,103.75285877644367,['80.63829787234042'],80.63829787234042,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,104.82820871185652,['88.67242907801418'],88.67242907801418,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,103.91829722804566,['95.32136524822695'],95.32136524822695,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,106.85714285714285,['93.33333333333334'],93.33333333333334,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,107.88882006649304,['86.64080969267138'],86.64080969267138,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,108.96417000190588,['77.68321513002363'],77.68321513002363,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,105.90355864726934,['95.41371158392437'],95.41371158392437,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,111.9420621307414,['84.79388297872339'],84.79388297872339,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,112.02478135654238,['74.63578605200945'],74.63578605200945,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,111.8593429049404,['92.55097517730496'],92.55097517730496,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,114.91995425957693,['80.3612588652482'],80.3612588652482,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
CeH9,115.99530419498971,['82.5775709219858'],82.5775709219858,0.0,expt,"['[10.1103/PhysRevLett.127.117001,10.1063/1.5130583]']"
